asset_id,well_name,bha_number,equiv_bha_key,has_agitator,curve_type,bin_start_ft,bin_axis,median_rop,foot_count
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,200,distance_from_run_start,257.1,103
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,300,distance_from_run_start,300.0,102
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,400,distance_from_run_start,300.0,106
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,500,distance_from_run_start,327.3,83
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,600,distance_from_run_start,360.0,78
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,700,distance_from_run_start,360.0,100
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,800,distance_from_run_start,327.3,100
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,900,distance_from_run_start,300.0,102
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,1000,distance_from_run_start,276.9,79
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,1100,distance_from_run_start,327.3,102
88700700,Galvan Ranch A 341H,4,6B-13mm | 6/7-mid,False,rotary,1200,distance_from_run_start,300.0,100
